sector,t_skills,m_skills,s_activas,afinidad_t,afinidad_m,t_min,t_max,t_avg,clase_fatiga
10,"[3, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 4, 2, 3, 4, 5, 5, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",11,0.42547619047619045,0.16666666666666666,3,87,47.72727272727273,1
10,"[3, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 4, 2, 3, 4, 5, 5, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",11,0.42547619047619045,0.16666666666666666,3,87,47.72727272727273,1
10,"[3, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 4, 2, 3, 4, 5, 5, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",11,0.42547619047619045,0.16666666666666666,3,87,47.72727272727273,1
10,"[3, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 4, 2, 3, 4, 5, 5, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",11,0.42547619047619045,0.16666666666666666,3,87,47.72727272727273,1
10,"[3, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 4, 2, 3, 4, 5, 5, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",11,0.42547619047619045,0.16666666666666666,3,87,47.72727272727273,1
10,"[2, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 4, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",10,0.44497354497354497,0.16666666666666666,3,87,49.0,1
10,"[2, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 4, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",10,0.44497354497354497,0.16666666666666666,3,87,49.0,1
10,"[2, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 4, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",10,0.44497354497354497,0.16666666666666666,3,87,49.0,1
10,"[2, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 4, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",10,0.44497354497354497,0.16666666666666666,3,87,49.0,1
10,"[2, 3, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 4, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",10,0.44497354497354497,0.16666666666666666,3,87,49.0,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 4, 1, 3, 3, 5, 4, 0, 3, 5, 3, 2, 3, 3, 4, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",9,0.46488095238095234,0.16666666666666666,11,87,54.111111111111114,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,0
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,0
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,1
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,0
10,"[1, 2, 5, 3, 0, 3, 3, 4, 3, 0, 3, 5, 2, 1, 2, 3, 4, 3, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",8,0.4741496598639455,0.16666666666666666,11,87,50.125,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 3, 2, 1, 2, 1, 1, 1]",16,0.4203463203463203,0.22444444444444445,3,90,58.1875,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 3, 2, 1, 2, 1, 1, 1]",16,0.4203463203463203,0.22444444444444445,3,90,58.1875,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 2, 1, 1, 1]",15,0.4203463203463203,0.22499999999999998,3,90,56.4,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 6, 4, 4, 2, 3, 1, 2, 2]",19,0.4203463203463203,0.18715277777777778,3,90,53.578947368421055,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 7, 4, 4, 3, 3, 1, 2, 2]",20,0.4203463203463203,0.16635802469135802,3,90,51.45,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 3, 4, 2, 2, 1, 1, 1]",18,0.4203463203463203,0.19603174603174603,3,90,55.611111111111114,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 3, 3, 1, 2, 1, 1, 1]",17,0.4203463203463203,0.22870370370370371,3,90,57.94117647058823,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 3, 2, 1, 2, 1, 1, 1]",16,0.4203463203463203,0.22444444444444445,3,90,58.1875,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 3, 2, 1, 2, 1, 1, 1]",16,0.4203463203463203,0.22444444444444445,3,90,58.1875,0
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
10,"[3, 3, 5, 5, 1, 3, 4, 6, 5, 0, 3, 5, 4, 2, 3, 4, 5, 5, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 0, 0]",14,0.4203463203463203,0.16666666666666666,3,87,54.0,1
